id,generation,source,created_at,action,status,reward,placed,deadline,start,end,reference,lower,upper,hit_time,hit_price,observed,exploratory,reason,encoder
141,1,coinbase-ETH-USD,2026-09-19T14:43:02+00:00,stable,void,,1789828982.7681236,1789828985.0,1789828995.0,1789829000.0,2638.5,2638.5,2639.0,,,0,False,Aucune transaction observee dans la fenetre de 5 s.,grid-usd-0.5-v1
142,1,coinbase-ETH-USD,2026-09-19T14:44:11+00:00,stable,lost,-1.0,1789829051.065361,1789829055.0,1789829065.0,1789829070.0,2637.82,2637.5,2638.0,,,7,False,,grid-usd-0.5-v1
143,1,coinbase-ETH-USD,2026-09-19T14:44:33+00:00,stable,won,1.0,1789829073.0672932,1789829075.0,1789829085.0,1789829090.0,2638.59,2638.5,2639.0,1789829085.245481,2638.73,6,False,,grid-usd-0.5-v1
144,1,coinbase-ETH-USD,2026-09-19T14:44:52+00:00,stable,won,1.0,1789829092.767986,1789829095.0,1789829105.0,1789829110.0,2638.31,2638.0,2638.5,1789829105.790687,2638.33,22,False,,grid-usd-0.5-v1
145,1,coinbase-ETH-USD,2026-09-19T14:45:13+00:00,stable,lost,-1.0,1789829113.057353,1789829115.0,1789829125.0,1789829130.0,2639.2,2639.0,2639.5,,,8,False,,grid-usd-0.5-v1
146,1,coinbase-ETH-USD,2026-09-19T14:45:32+00:00,hausse,won,1.0,1789829132.6797187,1789829135.0,1789829145.0,1789829150.0,2640.4,2640.5,2641.0,1789829145.391061,2640.79,8,False,,grid-usd-0.5-v1
147,1,coinbase-ETH-USD,2026-09-19T14:45:53+00:00,stable,lost,-1.0,1789829153.0575914,1789829155.0,1789829165.0,1789829170.0,2641.19,2641.0,2641.5,,,26,False,,grid-usd-0.5-v1
148,1,coinbase-ETH-USD,2026-09-19T14:46:12+00:00,stable,won,1.0,1789829172.6667254,1789829175.0,1789829185.0,1789829190.0,2638.92,2638.5,2639.0,1789829185.056996,2638.98,21,False,,grid-usd-0.5-v1
149,1,coinbase-ETH-USD,2026-09-19T14:46:32+00:00,stable,lost,-1.0,1789829192.8905787,1789829195.0,1789829205.0,1789829210.0,2638.26,2638.0,2638.5,,,11,False,,grid-usd-0.5-v1
150,1,coinbase-ETH-USD,2026-09-19T14:46:52+00:00,hausse,won,1.0,1789829212.718426,1789829215.0,1789829225.0,1789829230.0,2638.89,2639.0,2639.5,1789829225.601198,2639.01,6,False,,grid-usd-0.5-v1
151,1,coinbase-ETH-USD,2026-09-19T14:47:12+00:00,hausse,lost,-1.0,1789829232.9155333,1789829235.0,1789829245.0,1789829250.0,2639.01,2639.5,2640.0,,,5,False,,grid-usd-0.5-v1
152,1,coinbase-ETH-USD,2026-09-19T14:47:33+00:00,hausse,lost,-1.0,1789829253.1283906,1789829255.0,1789829265.0,1789829270.0,2638.34,2638.5,2639.0,,,3,False,,grid-usd-0.5-v1
153,1,coinbase-ETH-USD,2026-09-19T14:47:53+00:00,stable,won,1.0,1789829273.0576475,1789829275.0,1789829285.0,1789829290.0,2638.41,2638.0,2638.5,1789829288.368127,2638.0,26,False,,grid-usd-0.5-v1
154,1,coinbase-ETH-USD,2026-09-19T14:48:13+00:00,stable,void,,1789829293.0489774,1789829295.0,1789829305.0,1789829310.0,2638.35,2638.0,2638.5,,,0,False,Aucune transaction observee dans la fenetre de 5 s.,grid-usd-0.5-v1
155,1,coinbase-ETH-USD,2026-09-19T14:48:43+00:00,stable,lost,-1.0,1789829323.904237,1789829325.0,1789829335.0,1789829340.0,2638.35,2638.0,2638.5,,,1,False,,grid-usd-0.5-v1
156,1,coinbase-ETH-USD,2026-09-19T14:49:03+00:00,stable,won,1.0,1789829343.0992475,1789829345.0,1789829355.0,1789829360.0,2638.78,2638.5,2639.0,1789829356.498021,2638.54,9,False,,grid-usd-0.5-v1
157,1,coinbase-ETH-USD,2026-09-19T14:49:23+00:00,stable,lost,-1.0,1789829363.0861566,1789829365.0,1789829375.0,1789829380.0,2638.12,2638.0,2638.5,,,9,False,,grid-usd-0.5-v1
158,1,coinbase-ETH-USD,2026-09-19T14:49:43+00:00,stable,lost,-1.0,1789829383.1037,1789829385.0,1789829395.0,1789829400.0,2638.76,2638.5,2639.0,,,2,False,,grid-usd-0.5-v1
159,1,coinbase-ETH-USD,2026-09-19T14:50:02+00:00,hausse,lost,-1.0,1789829402.918395,1789829405.0,1789829415.0,1789829420.0,2638.47,2638.5,2639.0,,,6,False,,grid-usd-0.5-v1
160,1,coinbase-ETH-USD,2026-09-19T14:50:22+00:00,stable,lost,-1.0,1789829422.7244158,1789829425.0,1789829435.0,1789829440.0,2638.32,2638.0,2638.5,,,1,False,,grid-usd-0.5-v1
161,1,coinbase-ETH-USD,2026-09-19T14:50:43+00:00,hausse,won,1.0,1789829443.1022718,1789829445.0,1789829455.0,1789829460.0,2637.96,2638.0,2638.5,1789829459.147268,2638.47,13,False,,grid-usd-0.5-v1
